streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"9 Rue Lavoie, St. Isidore, AB T0H 3B0",St. Isidore,AB,T0H 3B0,56.20447045,-117.10338196,"Welcome to this charming family bungalow located in the quiet neighborhood of St. Isidore. Peace and quiet abound and you get a large yard and low taxes too! Step inside and be greeted by a bright and airy living room featuring large windows that allow natural light to fill the space. The well-designed kitchen boasts ample cupboard space and features an eat-in dining room making meal preparation and family dinners a breeze. Plus all of the main living areas flow together making this home the perfect place for creating lasting memories with your loved ones. There are a total of four bedrooms, two up and two down. This provides you plenty of space for children, guests or home office. There are also 2 bathrooms that have been refreshed and updated. The basement family room is huge and offers great living making this a space that has lots of potential uses and it is a space that you will use all of the time. Enjoy outdoor living with a lovely backyard full of plants and shrubs. It is the perfect space for gardening or relaxing under the stars on your back deck. The yard is oversized as well which makes it ideal for children and pets alike! Don't miss your chance to make this fantastic family home your own!",289900.0,CAD,4,2,"1,094",0.18,,,,"[""Finished"", ""Full""]",,,,,,,,,,,,,"[""Private Yard"", ""Storage""]","[""Private Yard"", ""Storage""]",,"[""Parking Pad""]",,,,,,,,,,,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2184438,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,094 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Laminate"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184438,,,,,,,,,,,,,,,,
"12818 WEST BYPASS ROAD, Fort St. John, BC V1J8J6",Fort St. John,BC,V1J8J6,56.2734152,-120.8502743,"Lease this 40' wide by 70' deep shop space just outside city limits with overhead door (20 feet wide by 14 feet height), radiant natural gas heat and plenty of shared gravel yard space. Solid concrete floor throughout this sturdy metal clad shop. Additional features are a shared washroom with washer and dryer. Situated on 0.66 of and acre and set up to seamlessly run a variety of businesses on this turn key property with good visibility. Additional shop offered for lease on MLS# C8063097. * PREC - Personal Real Estate Corporation (id:38686)",19.0,CAD,N/A,0,,0.74,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,C8065239,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8065239,,,,,,,,,,,,,,,,
"4314 54 Street, Grimshaw, AB T0H 1W0",Grimshaw,AB,T0H 1W0,56.183154,-117.618254,"Welcome to a charming and cozy home where comfort meets simplicity in every corner! Everything a person needs is here with three bedrooms and a full bathroom on the main floor complemented by a huge bedroom on the lower level and another 3/4 bathroom. New flooring and fresh paint throughout make this a move in ready winner. Plus many other updates and upgrades over the years make this an easy choice. Enjoy the simple yet ample spaces of the combined kitchen, living and dining rooms that allow you to gather with friends and loved ones. The house is fully finished up and down and so room will never be an issue. Speaking of room, you have plenty inside the house but you also get a large, fenced yard with back deck and a big 20x24 detached and insulated garage. With room to park two vehicles and still have space for storage, this is a feature of this property that you are sure to appreciate. Come see for yourself how this humble gem could be the perfect place to call home!",280000.0,CAD,4,2,910,0.17,,,,"[""Finished"", ""Full""]",,,,,,,,,,,,,"[""Private Yard"", ""Storage""]","[""Private Yard"", ""Storage""]",,"[""Double Garage Detached""]",,,,,,,,,,Yes,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2184322,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,910 SQFT,,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Double Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Laminate"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Double Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184322,,,,,,,,,,,,,,,,
"37 Banff Avenue, Rainbow Lake, AB T0H 2Y0",Rainbow Lake,AB,T0H 2Y0,58.497639,-119.398595,"Property for sale in Rainbow Lake, AB.- Mobile with additions complete with the lot. This 3 bedroom Triple E Mobile has 3 bedrooms and 2 bathrooms, an open floor plan Plus an addition with another bedroom and a large family room complete with a wood stove. There is also an attached porch - not heated at the other end, provided for plenty of square feet. There is a nice wooden deck to enjoy on those nice summer days. Outside, there is a triple concrete parking pad. The yard is landscaped, with some planted trees and a firepit area. Call today to view.",76050.0,CAD,3,1,"1,216",0.76,,,,"[""None""]",,,,,,,,,,,,,"[""Other""]","[""Other""]",,"[""Parking Pad""]",,,"[""Wood Burning Stove""]",,,,,,,,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2184431,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,216 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Laminate""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parking Pad""]","[""Wood Burning Stove""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184431,,,,,,,,,,,,,,,,
"831073 RGE RD 61, Rural Clear Hills County, AB T0H 2A0",Rural Clear Hills County,AB,T0H 2A0,56.18753625,-118.81466256,"LIVE IN PERFECT HARMONY WITH NATURE.- Beautiful country living,  located west of Hines Creek. 161 acre quarter section.  Over 2100 sq. ft. 5 bedroom house,  surrounded by trees and wildlife with approximately 63 acres cleared and seeded into alfalfa and timothy pasture mix. Produces approximately 80 to 100 bales per year. With the small fields winding in and about the trees it is a perfect hunting property. The land can be rented out, the house rented out and excellent hunting property is left for the hunter. Great for the farm life also as it has 2 dugouts offering plenty of water, mature Saskatoon bushes, raspberries bushes and apple trees. A large greenhouse is attached to the house offering easy access from the house. A newer water system was installed in the fall. Easily able to switch from dugout to potable water. Newer water pump and pressure tank approximataely 2 years old. Call now for your own private viewing. ",425000.0,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2182812,,,,,,,,,,,,,N/A,Agricultural,,,,,,,,,,,,NONE,,,,Agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2182812,,,,,,,,,,,,,,,,
"9727 89 Avenue, Peace River, AB T8S 1G8",Peace River,AB,T8S 1G8,56.244079,-117.29462,"The location of this vacant lot makes it worth a look. Located on the the busiest North End feeder road, 98 Street sees large daily traffic volumes and the location close to schools and on the way to the North End amenities would make this a great spot for a strip mall, convenience store or restaurant. High visibility also helps make this lot desirable. The owner is willing to build to suit so check out what options exist here for you and put your business idea into action! The lot next door is also listed for sale for $70,000.",70000.0,CAD,N/A,0,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184435,,,,,,,,,,,,,N/A,Vacant Land,,,,,,,,,,,,North End,,,,Vacant Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184435,,,,,,,,,,,,,,,,
"9731 89 Avenue, Peace River, AB T8S 1G8",Peace River,AB,T8S 1G8,56.2440915,-117.29441064,"The location of this vacant lot makes it worth a look. Located on the the busiest North End feeder road, 98 Street sees large daily traffic volumes and the location close to schools and on the way to the North End amenities would make this a great spot for a strip mall, convenience store or restaurant. High visibility also helps make this lot desirable. The owner is willing to build to suit so check out what options exist here for you and put your business idea into action! The lot next door is also listed for sale for $70,000.",70000.0,CAD,N/A,0,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184433,,,,,,,,,,,,,N/A,Vacant Land,,,,,,,,,,,,North End,,,,Vacant Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184433,,,,,,,,,,,,,,,,
"5018 49 Avenue, Berwyn, AB T0H0E0",Berwyn,AB,T0H0E0,56.144157,-117.734969,"Great starter home in the village of Berwyn AB that is just waiting for its new owner! This is a 3 bedroom home with a large 4 piece bathroom on the main floor.  One of the bedrooms is located in the lower level along with a large recreation room, office and laundry area.  There have been a number of upgrades including shingles, high efficiency furnace, newer hot water tank and PVC windows just to name a few.  This is a remarkable value at this price and with a few updates you should be able to realize equity in the short term.  The large lot offers a very private back yard with many mature trees, a large covered deck and an equally large carport shelter it will keep most of the weather off your vehicle and will minimal work it can be enclosed.  Opportunity knocks only so often and this is a golden opportunity!! Call today!! The sign is up!!",120000.0,CAD,3,1,936,0.25,,,,"[""Full"", ""Partially Finished""]",,,,,,,,,,,,,"[""Fire Pit"", ""Private Yard"", ""Storage""]","[""Fire Pit"", ""Private Yard"", ""Storage""]",,"[""Carport"", ""Covered"", ""Driveway"", ""Parking Pad""]",,,,,,,,,,,,,,"[""High Efficiency"", ""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2184380,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,936 SQFT,,,,N/A,,,,Single Family,,,,,,,,,,,,,,,,,"[""Carport"", ""Covered"", ""Driveway"", ""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carport"", ""Covered"", ""Driveway"", ""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184380,,,,,,,,,,,,,,,,
"152 Webb Drive, Fort McMurray, AB T9H 5H5",Fort McMurray,AB,T9H 5H5,56.72581655,-111.46585436,"ASSUMABLE MORTGAGE WITH A INTEREST RATE OF 1.76%, MORTGAGE AMOUT $406,250.34, BIWEEKLY PAYMENTS THAT INCLUDE PROPERTY TAXES OF $943.00. CALL NOW FOR MORE DETAILS. FRONT AND REAR PARKING ON THIS FRESHLY PAINTED HOME WITH A DETACHED DOUBLE GARAGE IN WOOD BUFFALO! This spacious split level is fully finished and offers a great floor plan with VAULTED CEILINGS,  WHITE PAINT ON MAIN AND UPPER LEVEL. Main level offers a front foyer that leads to your bright living room, then a great-sized eat-in kitchen with white cabinets, updated appliances, and a dining nook with garden doors to your rear yard and deck. The Upper level overlooks the main and offers 3 bedrooms and a full 4 pc bathroom. The 3rd level is fully finished and features a 4th bedroom with full ensuite. In addition, you have a large family room. This home has a ton of storage room and laundry room with an updated washer and dryer. The exterior of this home offers a front driveway, front veranda, and a fully fenced and landscaped yard with gardens. In addition you have a DETACHED DOUBLE GARAGE that walls have been insulated and electrical wiring complete and has rear alley access. Added bonus is a garden shed, and CENTRAL A/C.. In walking distance to children park including spray park, basketball courts and more and only a 3 minute drive to Thickwood Golf course. Call today and schedule your personal tour. ",404888.0,CAD,3,2,962,0.09,,,,"Finished, Full",,,,,,,,,,,,,Private Yard,Private Yard,,"Double Garage Detached, Insulated",,,,,,,,,,Yes,,,,"Forced Air, Natural Gas",,,,,,,,,,,,,,,A2184378,,,,,,,,,,,,,N/A,Single Family,Asphalt Shingle,,,,,,,962 SQFT,,,,Wood Buffalo,,,,Single Family,,,,,,,,,,,,,,,,,"Double Garage Detached, Insulated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laminate, Linoleum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Double Garage Detached, Insulated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184378,,,,,,,,,,,,,,,,
"4429 54 Street, Grimshaw, AB T0H1W0",Grimshaw,AB,T0H1W0,56.185294,-117.618603,"Not many properties will appeal to the home buyer as much as this one will!! Almost 1700 sq ft of main floor and upper area space that contains 4 bedrooms, 3 bathrooms, 2 living room/rec rooms, main floor laundry fence yard, direct access to a park/playground and a double car heated garage garage. Also additional living space of about 300 sq ft on the lower level that offers another recreation area and a large room that can have multiple uses plus a 500+ sq ft storage area that contains the mechanical and electrical components  Immediate access into the home from the garage with ample space in the landing area plus a 3 piece bathroom right there to wash up without going through the entire house.  The living room is directly off the dining room and features a wood burning fireplace.  The custom oak kitchen has plenty of cupboards, and a breakfast/office nook with access to the second living room area that has patio door access on to the back deck and yard.  The master bedroom offers a large closet and through access to the 3 piece en suite  The chain link fence wraps the property and contains the backyard which has  apple trees, garden spot and shed with power.  There is a large gate to the backyard off the alley and a gravel spot for your camper or boat offering security and peace of mind - the backyard also offers direct access to the public playground directly adjacent  Some of the recent updates include shingles, , furnace,  some PVC windows, composite decking, some bathroom fixtures, electrical, water lines, shower in master bedroom and HWT tank. The sign is up!!! Cal today!!!",317900.0,CAD,4,3,"1,692",0.16,,,,"[""Finished"", ""Full""]",,,,,,,,,,,,,"[""Garden"", ""Private Yard"", ""Storage""]","[""Garden"", ""Private Yard"", ""Storage""]",,"[""Concrete Driveway"", ""Double Garage Attached"", ""Driveway"", ""Heated Garage""]",,,"[""Living Room"", ""Wood Burning""]",,,,,,,Yes,,,,"[""Mid  Efficiency"", ""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2184379,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,692 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Concrete Driveway"", ""Double Garage Attached"", ""Driveway"", ""Heated Garage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Laminate"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Concrete Driveway"", ""Double Garage Attached"", ""Driveway"", ""Heated Garage""]","[""Living Room"", ""Wood Burning""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184379,,,,,,,,,,,,,,,,
"120 Grosbeak Way, Fort McMurray, AB T9K0L6",Fort McMurray,AB,T9K0L6,56.753848,-111.440055,"Massive lot 8587 sq ft pie shape lot in Eagle ridge with MASSIVE garage and great parking!  Are you ready to make the big move into a bigger home and the lot and garage you have been urning for?  120 Grosbeak Way could be the home for you!  The garage is approx 26 x 24 and heated.   Imagine having a place to store all of your toys, have room for the kids to play and for the dog!    No better location that in Eagle Ridge.  You are so close to the buses, shopping and schools.  It's a great location for your growing family.   The home does have a separate entrance, there is NOT a suite in the basement.  This is a family home with lots of space for everyone.  A minor amount of TLC could make this property shine!  There are 4 bedrooms, 3.5 bathrooms.  Be sure to check out the detailed floor plans where you can see floor plans easily and imagine the space.  The 360 tour is a great way to preview the home as well.  Are you ready to say yes to this address?!  Offers will be reviewed after 7 calendar days on market.  Property is being sold as is where is. ",525000.0,CAD,4,4,"1,406",0.20,,,,"[""Separate/Exterior Entry"", ""Finished"", ""Full""]",,,,,,,,,,,,,"[""Private Yard""]","[""Private Yard""]",,"[""Double Garage Detached""]",,,"[""Gas""]",,,,,,,Yes,,,,"[""Central""]",,,,,,,,,,,,,,,A2184362,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,406 SQFT",,,,Eagle Ridge,,,,Single Family,,,,,,,,,,,,,,,,,"[""Double Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Ceramic Tile"", ""Laminate""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Double Garage Detached""]","[""Gas""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2184362,,,,,,,,,,,,,,,,
